[00:15:22] [ServerMain/INFO]: Environment: Environment[sessionHost=https://sessionserver.mojang.com, servicesHost=https://api.minecraftservices.com, name=PROD]
[00:15:23] [ServerMain/INFO]: No existing world data, creating new world
[00:15:25] [ServerMain/INFO]: Loaded 1407 recipes
[00:15:25] [ServerMain/INFO]: Loaded 1520 advancements
[00:15:25] [Server thread/INFO]: Starting minecraft server version 1.21.8
[00:15:25] [Server thread/INFO]: Loading properties
[00:15:25] [Server thread/INFO]: Default game type: SURVIVAL
[00:15:25] [Server thread/INFO]: Generating keypair
[00:15:25] [Server thread/INFO]: Starting Minecraft server on *:25565
[00:15:25] [Server thread/INFO]: Using epoll channel type
[00:15:25] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[00:15:25] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[00:15:25] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[00:15:25] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[00:15:25] [Server thread/INFO]: Preparing level "world"
[00:15:40] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[00:15:40] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:41] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:41] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:42] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:42] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:43] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:43] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:44] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:44] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:45] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:45] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:46] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:46] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:47] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:47] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:48] [Worker-Main-1/INFO]: Preparing spawn area: 2%
[00:15:49] [Worker-Main-1/INFO]: Preparing spawn area: 6%
[00:15:49] [Server thread/INFO]: Time elapsed: 8510 ms
[00:15:49] [Server thread/INFO]: Done (23.587s)! For help, type "help"
[00:15:49] [Server thread/INFO]: Unknown or incomplete command, see below for error
[00:15:49] [Server thread/INFO]: bin/python3 /workspaces/SER3/msx.py<--[HERE]
[00:15:56] [Server thread/INFO]: Lea[/127.205.40.244:41369] logged in with entity id 34 at (-250.5, 64.0, 64.5)
[00:15:56] [Server thread/INFO]: Lea joined the game
[00:16:00] [Server thread/INFO]: Lea lost connection: Disconnected
[00:16:00] [Server thread/INFO]: Lea left the game
[00:17:00] [Server thread/INFO]: Server empty for 60 seconds, pausing
[00:19:45] [Server thread/INFO]: GiovanyBy14[/127.37.246.181:44685] logged in with entity id 90 at (-264.5, 63.0, 58.5)
[00:19:45] [Server thread/INFO]: GiovanyBy14 joined the game
[00:21:06] [Server thread/INFO]: Lea[/127.205.40.244:47193] logged in with entity id 726 at (-250.5, 64.0, 64.5)
[00:21:06] [Server thread/INFO]: Lea joined the game
[00:21:21] [Server thread/INFO]: GiovanyBy14 lost connection: Disconnected
[00:21:21] [Server thread/INFO]: GiovanyBy14 left the game
[00:22:03] [Server thread/INFO]: GiovanyBy14[/127.17.235.236:45413] logged in with entity id 881 at (-269.4875880338945, 64.0, 71.51971789077193)
[00:22:03] [Server thread/INFO]: GiovanyBy14 joined the game
[00:22:12] [Server thread/INFO]: nicolasxpazx[/127.17.235.236:52607] logged in with entity id 906 at (-257.5, 63.0, 58.5)
[00:22:12] [Server thread/INFO]: nicolasxpazx joined the game
[00:22:17] [Server thread/INFO]: Made Lea a server operator
[00:23:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-286, y=61, z=64} jb{x=-262, y=62, z=51}
[00:33:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=70}
[00:33:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=62, z=69}
[00:33:55] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-251, y=63, z=68}
[00:34:02] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-251, y=63, z=68}
[00:34:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-251, y=63, z=67}
[00:34:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-251, y=63, z=66}
[00:34:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=67}
[00:34:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=66}
[00:34:04] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-253, y=63, z=65}
[00:34:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=65}
[00:34:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=64}
[00:34:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-253, y=63, z=64}
[00:34:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-253, y=63, z=64}
[00:34:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=65}
[00:34:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=66}
[00:34:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=67}
[00:34:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=66}
[00:34:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=68}
[00:34:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=73}
[00:34:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=71}
[00:34:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=71}
[00:34:14] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-252, y=63, z=71}
[00:34:18] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-250, y=63, z=68}
[00:34:19] [Server thread/INFO]: GiovanyBy14 has made the advancement [Who Needs Rockets?]
[00:34:21] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-251, y=63, z=65}
[00:34:21] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-251, y=63, z=66}
[00:34:22] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-250, y=63, z=66}
[00:34:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=64, z=71}
[00:34:49] [Server thread/INFO]: nicolasxpazx has made the advancement [Who Needs Rockets?]
[00:35:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-260, y=63, z=70}
[00:35:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-259, y=63, z=70}
[00:35:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-261, y=63, z=71}
[00:35:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-260, y=63, z=70}
[00:35:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-259, y=63, z=70}
[00:35:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-259, y=63, z=70}
[00:35:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-260, y=63, z=70}
[00:35:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-261, y=63, z=70}
[00:35:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:35:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-257, y=63, z=71}
[00:35:13] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-257, y=63, z=72}
[00:35:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=63, z=79}
[00:35:37] [Server thread/INFO]: GiovanyBy14 was slain by nicolasxpazx
[00:35:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-246, y=63, z=65}
[00:35:37] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-247, y=63, z=65}
[00:35:43] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-255, y=63, z=74}
[00:35:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=63, z=80}
[00:35:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=63, z=79}
[00:35:50] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-264, y=63, z=79}
[00:35:52] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-257, y=63, z=75}
[00:35:52] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-258, y=63, z=75}
[00:35:52] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-258, y=63, z=75}
[00:35:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-257, y=63, z=73}
[00:35:53] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-258, y=63, z=77}
[00:35:54] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-258, y=63, z=79}
[00:35:54] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=79}
[00:35:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-254, y=64, z=71}
[00:35:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-256, y=64, z=71}
[00:35:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-254, y=63, z=72}
[00:35:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-254, y=63, z=72}
[00:35:57] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-253, y=63, z=72}
[00:35:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-256, y=63, z=74}
[00:35:58] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-257, y=63, z=74}
[00:35:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-257, y=63, z=71}
[00:35:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-256, y=64, z=71}
[00:35:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-255, y=63, z=73}
[00:35:59] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-255, y=63, z=74}
[00:36:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-256, y=64, z=71}
[00:36:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:36:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:36:00] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=69}
[00:36:01] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:36:01] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:36:03] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-254, y=64, z=71}
[00:36:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-254, y=63, z=72}
[00:36:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=71}
[00:36:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-254, y=63, z=72}
[00:36:05] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-255, y=64, z=71}
[00:36:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-258, y=63, z=71}
[00:36:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-257, y=63, z=71}
[00:36:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=71}
[00:36:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:36:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-256, y=64, z=71}
[00:36:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:36:06] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=63, z=72}
[00:36:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:36:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=71}
[00:36:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=72}
[00:36:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=71}
[00:36:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=70}
[00:36:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=70}
[00:36:07] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=65, z=69}
[00:36:08] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-256, y=64, z=69}
[00:36:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=65}
[00:36:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=65}
[00:36:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=65}
[00:36:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=65}
[00:36:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=65}
[00:36:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=65}
[00:36:09] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=65}
[00:36:12] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-262, y=63, z=67}
[00:36:15] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-264, y=63, z=67}
[00:36:15] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-264, y=63, z=67}
[00:36:18] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-263, y=63, z=67}
[00:36:21] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=67}
[00:36:21] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=67}
[00:36:21] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=67}
[00:36:21] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=67}
[00:36:21] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=67}
[00:36:23] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-263, y=63, z=67}
[00:36:23] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-263, y=63, z=67}
[00:36:23] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-264, y=63, z=68}
[00:36:23] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-264, y=63, z=68}
[00:36:24] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-264, y=63, z=68}
[00:36:24] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-264, y=63, z=68}
[00:36:25] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-266, y=63, z=66}
[00:36:26] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-266, y=63, z=69}
[00:36:26] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-266, y=63, z=68}
[00:36:26] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-265, y=63, z=66}
[00:36:26] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-265, y=63, z=66}
[00:36:27] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-266, y=63, z=66}
[00:36:27] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-266, y=63, z=68}
[00:36:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=67}
[00:36:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=67}
[00:36:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=67}
[00:36:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=67}
[00:36:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=67}
[00:36:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:28] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:29] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-263, y=63, z=66}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=65}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=65}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=65}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-264, y=63, z=65}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=66}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=65}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=65}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=65}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-264, y=63, z=65}
[00:36:30] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=66}
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-263, y=63, z=65}
[00:36:31] [Server thread/INFO]: [Lea: The game is running normally]
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-263, y=63, z=65}
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=66}
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=66}
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=67}
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-265, y=63, z=67}
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=68}
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-266, y=63, z=68}
[00:36:31] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-262, y=63, z=67}
[00:36:32] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-262, y=63, z=69}
[00:36:33] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-262, y=63, z=69}
[00:36:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-259, y=63, z=70}
[00:36:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-262, y=63, z=71}
[00:36:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=70}
[00:36:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-259, y=63, z=70}
[00:36:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=70}
[00:36:34] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=70}
[00:36:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=70}
[00:36:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-258, y=63, z=67}
[00:36:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=70}
[00:36:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=70}
[00:36:35] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-260, y=63, z=70}
[00:36:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-250, y=63, z=68}
[00:36:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=0, y=0, z=0} jb{x=-249, y=63, z=68}
[00:36:39] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-252, y=63, z=68}
[00:36:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-250, y=63, z=70}
[00:36:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-249, y=63, z=69}
[00:36:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-249, y=63, z=69}
[00:36:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-249, y=63, z=67}
[00:36:40] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-248, y=63, z=67}
[00:36:41] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-246, y=63, z=66}
[00:36:44] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-242, y=63, z=75}
[00:36:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-241, y=63, z=75}
[00:36:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-241, y=63, z=76}
[00:36:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-244, y=63, z=75}
[00:36:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-245, y=63, z=74}
[00:36:45] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-245, y=63, z=72}
[00:36:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-246, y=63, z=75}
[00:36:46] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-242, y=63, z=75}
[00:36:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-242, y=63, z=75}
[00:36:47] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-242, y=63, z=75}
[00:36:48] [Server thread/WARN]: Mismatch in destroy block pos: jb{x=-258, y=63, z=81} jb{x=-245, y=63, z=77}
